church_father,CF_ID,Bullinger_ID,work,language,source,editor,source_url
Ignatius von Antiochien,cf001,P18881,Epistulae vii genuinae,grc; lat,tlg1443.tlg001.1st1K-grc1.xml,Kirsopp Lake,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1443.tlg001.1st1K-grc1/
Ignatius von Antiochien,cf001,P18881,Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.],grc; lat,tlg1443.tlg002.1st1K-grc1.xml,Francis Xavier Funk; Francis Diekamp,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1443.tlg002.1st1K-grc1/
Polycarpus Smyrnäus,cf002,P19930,Epistula ad Philippenses,grc; lat,tlg1622.tlg001.1st1K-grc1.xml,Kirsopp Lake,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1622.tlg001.1st1K-grc1/
Athenagoras Atheniensis,cf003,P19894,Legatio sive Supplicatio pro Christianis,grc; lat,tlg1205.tlg001.perseus-grc1.xml,Johann Karl Theodor von Otto,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1205.tlg001.perseus-grc1/
Athenagoras Atheniensis,cf003,P19894,Supplication pro Christianis,grc; lat,tlg1205.tlg001.perseus-grc2.xml,Francis Andrew March; William Baxter Owen,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1205.tlg001.perseus-grc2/
Athenagoras Atheniensis,cf003,P19894,De Resurrectione,grc; lat,tlg1205.tlg002.perseus-grc1.xml,Johann Karl Theodor von Otto,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1205.tlg002.perseus-grc1/
Theophilus Antiochenus,cf004,P21365,Ad Autolycum,grc; lat,tlg1725.tlg001.perseus-grc1.xml,William Gilson Humphry,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1725.tlg001.perseus-grc1/
Irenäus von Lyon,cf005,P18056,Libros quinque adversus haereses,grc; lat,tlg1447.tlg001.1st1K-grc1.xml,William Wigan Harvey,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1447.tlg001.1st1K-grc1/
Irenäus von Lyon,cf005,P18056,Fragmenta Synodicae Epistulae,grc; lat,tlg1447.tlg009.1st1K-grc1.xml,Martin Joseph Routh,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1447.tlg009.1st1K-grc1/
Quintus Septimius Florens Tertullian,cf006,P17746,Responsa ex libris Digestorum,lat,001_Auctor-incertus_Responsa-ex-libris-Digestorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/136/37
Quintus Septimius Florens Tertullian,cf006,P17746,Ad uxorem,lat,001_Tertullianus_Ad-uxorem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/139/42
Quintus Septimius Florens Tertullian,cf006,P17746,Apologeticus adversus gentes,lat,001_Tertullianus_Apologeticus-adversus-gentes.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/140/43
Quintus Septimius Florens Tertullian,cf006,P17746,De idololatria,lat,001_Tertullianus_De-idololatria.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/143/46
Quintus Septimius Florens Tertullian,cf006,P17746,De poenitentia,lat,001_Tertullianus_De-poenitentia.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/146/49
Quintus Septimius Florens Tertullian,cf006,P17746,Adversus Marcionem,lat,002_Tertullianus_Adversus-Marcionem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/160/63
Quintus Septimius Florens Tertullian,cf006,P17746,De jejuniis,lat,002_Tertullianus_De-jejuniis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/168/71
Quintus Septimius Florens Tertullian,cf006,P17746,De praescriptionibus adversus haereticos,lat,002_Tertullianus_De-praescriptionibus-adversus-haereticos.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/170/73
Quintus Septimius Florens Tertullian,cf006,P17746,De resurrectione carnis,lat,002_Tertullianus_De-resurrectione-carnis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=867/172/75
Quintus Septimius Florens Tertullian,cf006,P17746,De Spectaculis,Latin; Greek,Tertullianus_De-Spectaculis.xml,T.R. Glover,https://mlat.uzh.ch/browser?path=867/12400/12628
Quintus Septimius Florens Tertullian,cf006,P17746,Ad Martyras,lat; grc,stoa0275.stoa001.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/reader/urn:cts:latinLit:stoa0275.stoa001.opp-lat1:3/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa002.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15059/14787
Quintus Septimius Florens Tertullian,cf006,P17746,Ad Scapulam,lat; grc,stoa0275.stoa003.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa003.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa004.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15061/14789
Quintus Septimius Florens Tertullian,cf006,P17746,Adversus Judaeos Liber,lat; grc,stoa0275.stoa005.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/reader/urn:cts:latinLit:stoa0275.stoa005.opp-lat1:1-5/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa007.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15063/14791
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa008.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15064/14792
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa010.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15135/14864
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa011.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15137/14866
Quintus Septimius Florens Tertullian,cf006,P17746,De Carne Christi,lat; grc,stoa0275.stoa012.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa012.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,De Corona,lat; grc,stoa0275.stoa013.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa013.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,De Cultu Feminarum,lat; grc,stoa0275.stoa014.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa014.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,De Exhortatione Castitatis Liber,lat; grc,stoa0275.stoa015.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa015.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,De Fuga in Persecutione,lat; grc,stoa0275.stoa016.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa016.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,De ieiunio adversus psychicos,lat; grc,stoa0275.stoa018.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa018.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa018.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15164/14893
Quintus Septimius Florens Tertullian,cf006,P17746,De Monogamia,lat; grc,stoa0275.stoa019.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa019.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa020.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15185/14914
Quintus Septimius Florens Tertullian,cf006,P17746,De Paenitentia,lat; grc,stoa0275.stoa021.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa021.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,De Pallio,lat; grc,stoa0275.stoa022.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa022.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa023.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15188/14917
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa025.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15192/14921
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa027.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15203/14932
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa028.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15206/14935
Quintus Septimius Florens Tertullian,cf006,P17746,De Virginibus Velandis,lat; grc,stoa0275.stoa029.opp-lat1.xml,Franz Oehler,https://scaife.perseus.org/library/urn:cts:latinLit:stoa0275.stoa029.opp-lat1/redirect/
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0275.stoa030.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15198/14927
Quintus Septimius Florens Tertullian,cf006,P17746,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0276.stoa003.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=867/15067/14795
Hippolyt von Rom,cf007,P18512,Commentarii in Danielem,,pta0037.pta001.pta-grc1.xml,,https://pta.bbaw.de/text/42f98b11/urn:cts:pta:pta0037.pta001.pta-grc1
Sidonius Apollinaris,cf008,,Carmina,lat,Sidonius-Apollinaris_Carmina.xml,W.B. Anderson; W.B. Anderson,https://mlat.uzh.ch/browser?path=1114/2686/12610
Sidonius Apollinaris,cf008,,Epistulae,lat,Sidonius-Apollinaris_Epistulae.xml,W.B. Anderson; W.B. Anderson,https://mlat.uzh.ch/browser?path=1114/12452/12680
Origenes,cf009,P17753,Interpretatio homiliarum Origenis in Canticum canticorum,lat,023_Origenes_-Hieronymus-Stridonensis_Interpretatio-homiliarum-Origenis-in-Canticum-canticorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1049/608/7164
Origenes,cf009,P17753,Translatio homiliarum in visiones Isaiae,lat,024_Origenes_-Hieronymus-Stridonensis_Translatio-homiliarum-in-visiones-Isaiae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1049/616/7172
Origenes,cf009,P17753,Translatio Homiliarum in Jeremiam et Ezechielem,lat,025_Origenes_-Hieronymus-Stridonensis_Translatio-Homiliarum-in-Jeremiam-et-Ezechielem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1049/626/7182
Origenes,cf009,P17753,Translatio XXXIX Homiliarum,lat,026_Origenes_-Hieronymus-Stridonensis_Translatio-XXXIX-Homiliarum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1049/636/7192
Origenes,cf009,P17753,De incarnatione Verbi,lat,042_Origenes_De-incarnatione-Verbi.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1049/2463/7448
Origenes,cf009,P17753,De principiis,lat,Origenes_De-principiis.xml,,https://mlat.uzh.ch/browser?path=1049/21749/21750
Origenes,cf009,P17753,Exhortatio ad martyrium,,pta0007.pta007.pta-grc1.xml,,https://pta.bbaw.de/text/f33b7d3c/urn:cts:pta:pta0007.pta007.pta-grc1
Origenes,cf009,P17753,De oratione,,pta0007.pta008.pta-grc1.xml,,https://pta.bbaw.de/text/f33b7d3c/urn:cts:pta:pta0007.pta008.pta-grc1
Origenes,cf009,P17753,Catholica in Psalmos,grc,pta0007.pta010.pta-grcBibex.xml,,https://pta.bbaw.de/text/90ea86a3/urn:cts:pta:pta0007.pta010.pta-grcBibex
Origenes,cf009,P17753,Prologi varii in Psalmos,grc,pta0007.pta011.pta-grcBibex.xml,,https://pta.bbaw.de/text/90ea86a3/urn:cts:pta:pta0007.pta011.pta-grcBibex
Cyprian,cf010,P18988,Epistola,lat,003_Cyprianus-Carthaginensis_Epistola.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/191/94
Cyprian,cf010,P18988,Epistolae 1,lat,003_Cyprianus-Carthaginensis_Epistolae-1.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/192/95
Cyprian,cf010,P18988,Epistolae de baptismate haereticorum,lat,003_Cyprianus-Carthaginensis_Epistolae-de-baptismate-haereticorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/193/96
Cyprian,cf010,P18988,Ad Demetrianum,lat,004_Cyprianus-Carthaginensis_Ad-Demetrianum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/214/117
Cyprian,cf010,P18988,De idolorum vanitate,lat,004_Cyprianus-Carthaginensis_De-idolorum-vanitate.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/217/120
Cyprian,cf010,P18988,De laude martyrii,lat,004_Cyprianus-Carthaginensis_De-laude-martyrii.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/219/122
Cyprian,cf010,P18988,De spectaculis,lat,004_Cyprianus-Carthaginensis_De-spectaculis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/223/126
Cyprian,cf010,P18988,De unitate ecclesiae,lat,004_Cyprianus-Carthaginensis_De-unitate-ecclesiae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/224/127
Cyprian,cf010,P18988,Epistola de exhortatione martyrii,lat,004_Cyprianus-Carthaginensis_Epistola-de-exhortatione-martyrii.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/226/129
Cyprian,cf010,P18988,Epistolae 2,lat,004_Cyprianus-Carthaginensis_Epistolae-2.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/227/130
Cyprian,cf010,P18988,Testimonia adversus Judaeos,lat,004_Cyprianus-Carthaginensis_Testimonia-adversus-Judaeos.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=878/21557/21445
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa001.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15054/14782
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa003.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15113/14842
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa004.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15117/14846
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa005.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15055/14783
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa006.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15300/15031
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa007.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15122/14851
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa008.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15123/14852
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa009.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15182/14911
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa011.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15209/14939
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa013.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15303/15034
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa014.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15309/15040
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104a.stoa015.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15150/14879
Cyprian,cf010,P18988,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0104c.stoa001.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=878/15255/14986
Eusebius von Caesarea,cf011,P17899,Vita Constantini,lat,008_Eusebius-Pamphilus_Vita-Constantini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=919/288/6843
Eusebius von Caesarea,cf011,P17899,Canones Evangeliorum,lat,029_Eusebius-Pamphilus_Canones-Evangeliorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=919/664/7221
Eusebius von Caesarea,cf011,P17899,Contra Marcellum,,pta0003.pta007.pta-grc1.xml,,https://pta.bbaw.de/text/29f026d7/urn:cts:pta:pta0003.pta007.pta-grc1 
Eusebius von Caesarea,cf011,P17899,De ecclesiastica theologia,,pta0003.pta009.pta-grc1.xml,,https://pta.bbaw.de/text/29f026d7/urn:cts:pta:pta0003.pta009.pta-grc1
Eusebius von Caesarea,cf011,P17899,Commentarius in Isaiam,,pta0003.pta017.pta-grc1.xml,Joseph Ziegler,https://pta.bbaw.de/text/3daea1e9/urn:cts:pta:pta0003.pta017.pta-grc1
Eusebius von Caesarea,cf011,P17899,Hypomnema de Psalmis,grc,pta0003.pta018.pta-grcBibex.xml,,https://pta.bbaw.de/text/798bf6bc/urn:cts:pta:pta0003.pta018.pta-grcBibex
Eusebius von Caesarea,cf011,P17899,Prologi varii,grc,pta0003.pta019.pta-grcBibex.xml,,https://pta.bbaw.de/text/42f98b11/urn:cts:pta:pta0003.pta019.pta-grcBibex
Eusebius von Caesarea,cf011,P17899,Commentarii in Psalmos (Tom. I: Ps 1–50),,pta0003.pta020.pta-grcBibex1.xml,,https://pta.bbaw.de/text/dbe58448/urn:cts:pta:pta0003.pta020.pta-grcBibex1
Eusebius von Caesarea,cf011,P17899,Commentarii in Psalmos (Tom. II: Ps 51-100),,pta0003.pta020.pta-grcBibex2.xml,,https://pta.bbaw.de/text/28560571/urn:cts:pta:pta0003.pta020.pta-grcBibex2
Eusebius von Caesarea,cf011,P17899,Commentarii in Psalmos (Tom. III: Ps 101–150),,pta0003.pta020.pta-grcBibex3.xml,,https://pta.bbaw.de/text/42f98b11/urn:cts:pta:pta0003.pta020.pta-grcBibex3
Eusebius von Caesarea,cf011,P17899,Praeperatio Evangelica,grc; lat,tlg2018.tlg001.1st1K-grc1.xml,Wilhelm Dindorf,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg001.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Ἐκκλησιαστικὴ ἱστορία,grc; eng; lat,tlg2018.tlg002.perseus-grc2.xml,Kirsopp Lake; J.E.L. Oulton; H.J. Lawlor,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg002.perseus-grc2/
Eusebius von Caesarea,cf011,P17899,De Martyribus Palaestinae (Recensio Brevior),grc; lat,tlg2018.tlg003.1st1K-grc1.xml,Wilhelm Dindorf,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg003.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Demonstratio Evangelica,grc,tlg2018.tlg005.1st1K-grc1.xml,Wilhelm Dindorf,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg005.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,των κατά Μαρκέλλου,grc; lat; deu,tlg2018.tlg007.1st1K-grc1.xml,Erich Klostermann,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg007.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Epistula ad Flacillum,grc; lat; deu,tlg2018.tlg008.1st1K-grc1.xml,Erich Klostermann,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg008.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,περὶ τῆς ἐκκλησιαστικῆς θεολογίας,grc,tlg2018.tlg009.1st1K-grc1.xml,Erich Klostermann,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg009.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,De Theophania (Fragmenta),grc; deu; lat,tlg2018.tlg010.1st1K-grc1.xml,Hugo Gressmann,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg010.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Onomasticon,grc; lat; deu,tlg2018.tlg011.1st1K-grc1.xml,Erich Klostermann,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg011.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Onomasticon,lat; deu,tlg2018.tlg011.1st1K-lat1.xml,Erich Klostermann,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg011.1st1K-lat1/
Eusebius von Caesarea,cf011,P17899,Vita Constantini,grc; lat,tlg2018.tlg020.1st1K-grc1.xml,Ivar A. Heikel,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg020.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Constantini imperatoris oratio ad coetum sanctorum,grc,tlg2018.tlg021.1st1K-grc1.xml,Ivar A. Heikel,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg021.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,De laudibus Constantini,grc; lat; deu,tlg2018.tlg022.1st1K-grc1.xml,Ivar A. Heikel,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg022.1st1K-grc1/
Eusebius von Caesarea,cf011,P17899,Generalis elementaria introductio (= Eclogae propheticae),grc; lat,tlg2018.tlg023.1st1K-grc1.xml,Thomas Gaisford,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2018.tlg023.1st1K-grc1/
Hilarius von Poitiers,cf012,P18048,Commentarius in Matthaeum,lat,009_Hilarius-Pictaviensis_Commentarius-in-Matthaeum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/308/6863
Hilarius von Poitiers,cf012,P18048,Commentarius in psalmos XV XXXI XLI,lat,009_Hilarius-Pictaviensis_Commentarius-in-psalmos-XV-XXXI-XLI.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/309/6864
Hilarius von Poitiers,cf012,P18048,Apologetica responsa ad reprehensores libri de synodis,lat,010_Hilarius-Pictaviensis_Apologetica-responsa-ad-reprehensores-libri-de-synodis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/315/6870
Hilarius von Poitiers,cf012,P18048,De Trinitate,lat,010_Hilarius-Pictaviensis_De-Trinitate.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/316/6871
Hilarius von Poitiers,cf012,P18048,Epistola ad Abram,lat,010_Hilarius-Pictaviensis_Epistola-ad-Abram.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/317/6872
Hilarius von Poitiers,cf012,P18048,Epistola seu libellus,lat,010_Hilarius-Pictaviensis_Epistola-seu-libellus.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/318/6873
Hilarius von Poitiers,cf012,P18048,Fragmenta ex aliis operibus,lat,010_Hilarius-Pictaviensis_Fragmenta-ex-aliis-operibus.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/21521/21406
Hilarius von Poitiers,cf012,P18048,Liber contra Arianos vel Auxentium,lat,010_Hilarius-Pictaviensis_Liber-contra-Arianos-vel-Auxentium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/321/6876
Hilarius von Poitiers,cf012,P18048,Liber de synodis seu fide orientalium,lat,010_Hilarius-Pictaviensis_Liber-de-synodis-seu-fide-orientalium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/323/6878
Hilarius von Poitiers,cf012,P18048,Liber secundus ad Constantium,lat,010_Hilarius-Pictaviensis_Liber-secundus-ad-Constantium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/325/6880
Hilarius von Poitiers,cf012,P18048,Sermo de dedicatione ecclesiae,lat,010_Hilarius-Pictaviensis_Sermo-de-dedicatione-ecclesiae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=927/326/6881
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa001.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15313/15044
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa002.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15092/14821
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa003.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15253/14984
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa004.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15259/14990
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa005.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15273/15004
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa006.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15280/15011
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa007.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15288/15019
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa008.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15308/15039
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149b.stoa009.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15312/15043
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149p.stoa001.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15154/14883
Hilarius von Poitiers,cf012,P18048,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0149p.stoa002.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=927/15172/14901
