church_father,work,language,source,_editor
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa033a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa034.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa035.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa035a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa036.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa037.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa037a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa037c.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa038a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa040.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa041.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa042a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa044.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa050.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa053.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa054.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa055.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa056.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa056a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa056b.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa057.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa057a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa060.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa062.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa063.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa066c.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa070.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa070a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa072.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa074.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa077.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa077c.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa077d.opp-lat1.xml,
Cyrill von Alexandrien,Apologeticus adversus Theodoretum,lat,048_Cyrillus-Alexandrinus_-Marius-Mercator_Apologeticus-adversus-Theodoretum.xml,Jacques-Paul Migne
Cyrill von Alexandrien,Apologeticus pro XII capitibus,lat,048_Cyrillus-Alexandrinus_-Marius-Mercator_Apologeticus-pro-XII-capitibus.xml,Jacques-Paul Migne
Cyrill von Alexandrien,Scholia de incarnatione unigeniti,lat,048_Cyrillus-Alexandrinus_-Marius-Mercator_Scholia-de-incarnatione-unigeniti.xml,Jacques-Paul Migne
Cyrill von Alexandrien,Nestorii blasphemiarum capita XII,lat,048_Nestorius_-Cyrillus-Alexandrinus_-Marius-Mercator_Nestorii-blasphemiarum-capita-XII.xml,Jacques-Paul Migne
Cyrill von Alexandrien,Epistola synodica,lat,067_Cyrillus-Alexandrinus_-Dionysius-Exiguus_Epistola-synodica.xml,Jacques-Paul Migne
Cyrill von Alexandrien,Circuli decemnovenales,lat,090_Auctor-incertus_-Dionysius-Exiguus_-Cyrillus-Alexandrinus_Circuli-decemnovenales.xml,Jacques-Paul Migne
Theodoret von Kyrrhos,Philotheus sive Theophiles,lat,074_Theodoretus-Cyrensis_Philotheus-sive-Theophiles.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Ars geometriae et arithmeticae,lat,063_Boetius_Ars-geometriae-et-arithmeticae.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De arithmetica,lat,063_Boetius_De-arithmetica.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De musica,lat,063_Boetius_De-musica.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De unitate et uno,lat,063_Boetius_De-unitate-et-uno.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,In librum De interpretatione Aristotelis Maior,lat,064_Aristoteles_-Boetius_In-librum-De-interpretatione-Aristotelis-Maior.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,In librum De interpretatione Aristotelis Minor,lat,064_Aristoteles_-Boetius_In-librum-De-interpretatione-Aristotelis-Minor.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Interpretatio Elenchorum sophisticorum Aristotelis,lat,064_Aristoteles_-Boetius_Interpretatio-Elenchorum-sophisticorum-Aristotelis.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Interpretatio Posteriorum analyticorum Aristotelis,lat,064_Aristoteles_-Boetius_Interpretatio-Posteriorum-analyticorum-Aristotelis.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Interpretatio Topicorum Aristotelis,lat,064_Aristoteles_-Boetius_Interpretatio-Topicorum-Aristotelis.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Commentaria in Topica Ciceronis,lat,064_Boetius_Commentaria-in-Topica-Ciceronis.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Confessio fidei,lat,064_Boetius_Confessio-fidei.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De Trinitate,lat,064_Boetius_De-Trinitate.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De diffinitione,lat,064_Boetius_De-diffinitione.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De disciplina scholarium,lat,064_Boetius_De-disciplina-scholarium.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De praedicatione trium personarum,lat,064_Boetius_De-praedicatione-trium-personarum.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,De syllogismo hypothetico,lat,064_Boetius_De-syllogismo-hypothetico.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Dialogi in Porphyrium,lat,064_Boetius_Dialogi-in-Porphyrium.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Distinctio locorum rhetoricorum,lat,064_Boetius_Distinctio-locorum-rhetoricorum.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Speculatio de rhetoricae cognatione,lat,064_Boetius_Speculatio-de-rhetoricae-cognatione.xml,Jacques-Paul Migne
Anicius Manlius Severinus Boethius,Analytica priora Aristotelis latine versa,lat,dlt000038.xml,"Correzione linguistica e codifica XML da Manuela Ferroni; Analytica priora Aristotelis latine versa, recensio Florentina partim recensio Carnutensis in Analytica priora, translatio Boethii (recensiones duae), translatio anonyma, pseudo-Philoponi aliorumque scholia, specimina translationum recentiorum, ed. L. Minio-Paluello, Desclée de Brouwer, Bruges-Paris 1962."
Anicius Manlius Severinus Boethius,Categoriae Aristotelis Latine versae,lat,dlt000041.xml,
Anicius Manlius Severinus Boethius,In categorias Aristotelis commentarius,lat,dlt000042.xml,
Anicius Manlius Severinus Boethius,Philosophiae consolatio,lat,dlt000043.xml,"Codifica XML: Simona Musso; Correzione linguistica: Giancarlo Bessi; Anicii Manlii Seuerini Boethii, Philosophiae consolatio, iteratis curis edidit L. Bieler, Turnholti 1984 (I ed. 1957) (Corpus Christianorum series latina, 94)"
Anicius Manlius Severinus Boethius,De differentiis topicis,lat,dlt000044.xml,"Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Manlii Seuerini Boetii,"
Anicius Manlius Severinus Boethius,De divisione,lat,dlt000045.xml,Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Anicii Manlii Seuerini Boethii
Anicius Manlius Severinus Boethius,De sophisticis elenchis liber Aristotelis latine versus,lat,dlt000046.xml,"Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Aristoteles Latinus VI 1-3,"
Anicius Manlius Severinus Boethius,Peri hermeneias liber Aristotelis latine versus,lat,dlt000048.xml,"Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Aristoteles Latinus II 1-2,"
Anicius Manlius Severinus Boethius,De syllogismo categorico,lat,dlt000055.xml,Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni
Anicius Manlius Severinus Boethius,Introductio ad syllogismos cathegoricus,lat,dlt000056.xml,Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni
Anicius Manlius Severinus Boethius,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0058.stoa001.opp-lat3.xml,
Anicius Manlius Severinus Boethius,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0058.stoa007.opp-lat2.xml,
Anicius Manlius Severinus Boethius,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0058.stoa007.opp-lat3.xml,
Papst Gregor I. (der Große),Prolegomena,lat,066_Gregorius-I_Prolegomena.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Moralia,lat,075_Gregorius-I_Moralia.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Tabulae donariorum marmoreae,lat,075_Gregorius-I_Tabulae-donariorum-marmoreae.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),De mortalitate,lat,076_Gregorius-I_De-mortalitate.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Homiliae in Evangelia,lat,076_Gregorius-I_Homiliae-in-Evangelia.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Homiliae in Ezechielem,lat,076_Gregorius-I_Homiliae-in-Ezechielem.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Moralia II,lat,076_Gregorius-I_Moralia-II.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Appendix 1,lat,077_Gregorius-I_Appendix-1.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Dialogi,lat,077_Gregorius-I_Dialogi.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Epistolae,lat,077_Gregorius-I_Epistolae.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Regula pastoralis,lat,077_Gregorius-I_Regula-pastoralis.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Aliae benedictiones,lat,078_Gregorius-I_Aliae-benedictiones.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Appendix 2,lat,078_Gregorius-I_Appendix-2.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Appendix ad Librum sacramentorum,lat,078_Gregorius-I_Appendix-ad-Librum-sacramentorum.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Benedictionale,lat,078_Gregorius-I_Benedictionale.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Benedictiones,lat,078_Gregorius-I_Benedictiones.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Constitutiones Lateranenses,lat,078_Gregorius-I_Constitutiones-Lateranenses.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Hymni,lat,078_Gregorius-I_Hymni.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Liber antiphonarius,lat,078_Gregorius-I_Liber-antiphonarius.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Liber responsalis,lat,078_Gregorius-I_Liber-responsalis.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Liber sacramentorum,lat,078_Gregorius-I_Liber-sacramentorum.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Commentarii in librum I Regum,lat,079_Gregorius-I_Commentarii-in-librum-I-Regum.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Concordia testimoniorum S. Scripturae,lat,079_Gregorius-I_Concordia-testimoniorum-S.-Scripturae.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Expositio in psalmos poenitentiales,lat,079_Gregorius-I_Expositio-in-psalmos-poenitentiales.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Expositio super Cantica canticorum,lat,079_Gregorius-I_Expositio-super-Cantica-canticorum.xml,Jacques-Paul Migne
Papst Gregor I. (der Große),Rescriptum beati Gregorii papae ad Augustinum episcopum quem Saxoniam in praedicatione direxerat seu Libellus responsionum,,Rescriptum_beati_Gregorii_Papae_ad_Augustinum_episcopum_quem_Saxoniam_in_praedicatione_direxerat.xml,"Mattaloni, Valeria"
Isidor von Sevilla,Appendix VII: Ad lectorem,lat,081_Isidorus-Hispalensis_Appendix-VII_-Ad-lectorem.xml,Jacques-Paul Migne
Isidor von Sevilla,Appendix VI: Praefatio Collectionis canonum,lat,081_Isidorus-Hispalensis_Appendix-VI_-Praefatio-Collectionis-canonum.xml,Jacques-Paul Migne
Isidor von Sevilla,Allegoriae sacrae Scripturae,lat,083_Isidorus-Hispalensis_Allegoriae-sacrae-Scripturae.xml,Jacques-Paul Migne
Isidor von Sevilla,Appendix ad libros Regum,lat,083_Isidorus-Hispalensis_Appendix-ad-libros-Regum.xml,Jacques-Paul Migne
Isidor von Sevilla,De ecclesiasticis officiis,lat,083_Isidorus-Hispalensis_De-ecclesiasticis-officiis.xml,Jacques-Paul Migne
Isidor von Sevilla,De fide Catholica,lat,083_Isidorus-Hispalensis_De-fide-Catholica.xml,Jacques-Paul Migne
Isidor von Sevilla,De natura rerum,lat,083_Isidorus-Hispalensis_De-natura-rerum.xml,Jacques-Paul Migne
Isidor von Sevilla,De ordine creaturarum,lat,083_Isidorus-Hispalensis_De-ordine-creaturarum.xml,Jacques-Paul Migne
Isidor von Sevilla,De ortu et obitu Patrum,lat,083_Isidorus-Hispalensis_De-ortu-et-obitu-Patrum.xml,Jacques-Paul Migne
Isidor von Sevilla,De viris illustribus,lat,083_Isidorus-Hispalensis_De-viris-illustribus.xml,Jacques-Paul Migne
Isidor von Sevilla,Differentiae,lat,083_Isidorus-Hispalensis_Differentiae.xml,Jacques-Paul Migne
Isidor von Sevilla,Epistolae,lat,083_Isidorus-Hispalensis_Epistolae.xml,Jacques-Paul Migne
Isidor von Sevilla,Historia de regibus,lat,083_Isidorus-Hispalensis_Historia-de-regibus.xml,Jacques-Paul Migne
Isidor von Sevilla,Liber numerorum qui in sanctis Scripturis occurrunt,lat,083_Isidorus-Hispalensis_Liber-numerorum-qui-in-sanctis-Scripturis-occurrunt.xml,Jacques-Paul Migne
Isidor von Sevilla,Prooemia in libros Veteris ac Novi Testamenti,lat,083_Isidorus-Hispalensis_Prooemia-in-libros-Veteris-ac-Novi-Testamenti.xml,Jacques-Paul Migne
Isidor von Sevilla,Quaestiones de Veteri et Novo Testamento,lat,083_Isidorus-Hispalensis_Quaestiones-de-Veteri-et-Novo-Testamento.xml,Jacques-Paul Migne
Isidor von Sevilla,Quaestiones in Veterum Testamentum,lat,083_Isidorus-Hispalensis_Quaestiones-in-Veterum-Testamentum.xml,Jacques-Paul Migne
Isidor von Sevilla,Regula monachorum 1,lat,083_Isidorus-Hispalensis_Regula-monachorum-1.xml,Jacques-Paul Migne
Isidor von Sevilla,Sententiae,lat,083_Isidorus-Hispalensis_Sententiae.xml,Jacques-Paul Migne
Isidor von Sevilla,Synonyma de lamentatione animae peccatricis,lat,083_Isidorus-Hispalensis_Synonyma-de-lamentatione-animae-peccatricis.xml,Jacques-Paul Migne
Isidor von Sevilla,Regula monachorum 2,lat,103_Isidorus-Hispalensis_Regula-monachorum-2.xml,Jacques-Paul Migne
Isidor von Sevilla,,,De_haeresibus.xml,"Martín Iglesias, José Carlos"
Isidor von Sevilla,Etymologiae,lat,Isidorus-Hispalensis_Etymologiae.xml,"Lindsay, Etymologiarum sive originum libri / XX recognovit brevique adnotatione critica instruxit Wallace M. Lindsay. OCR:"
Isidor von Sevilla,Chronica,lat,dlt000301.xml,"J. C. Martín,"
Isidor von Sevilla,"Dedicatio historiarum Gothorum, Vandalorum, Sueborum ad Sisenandum regem",lat,dlt000302.xml,
Isidor von Sevilla,"Historia Gothorum, Vandalorum, Sueborum",lat,dlt000306.xml,"C. Rodríguez Alonso (ed.),"
Arnobius d.Ä.,Disputationes adversus gentes,lat,005_Arnobius-Afer_Disputationes-adversus-gentes.xml,Jacques-Paul Migne
Arnobius d.Ä.,Segmentum,lat,005_Arnobius-Afer_Segmentum.xml,Jacques-Paul Migne
Arnobius d.Ä.,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0034.stoa001.opp-lat1.xml,
Iulius Firmicus Maternus,De errore profanarum religionum,lat,012_Julius-Firmicus-Maternus_De-errore-profanarum-religionum.xml,Jacques-Paul Migne
Iulius Firmicus Maternus,Mathesis,lat,dlt000187.xml,"Iulii Firmici Materni,"
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber I,lat,006_Lactantius_Divinarum-institutionum-liber-I.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber II,lat,006_Lactantius_Divinarum-institutionum-liber-II.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber III,lat,006_Lactantius_Divinarum-institutionum-liber-III.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber IV,lat,006_Lactantius_Divinarum-institutionum-liber-IV.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber V,lat,006_Lactantius_Divinarum-institutionum-liber-V.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber VI,lat,006_Lactantius_Divinarum-institutionum-liber-VI.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Divinarum institutionum liber VII,lat,006_Lactantius_Divinarum-institutionum-liber-VII.xml,Jacques-Paul Migne
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa001.opp-lat3.xml,
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa002.opp-lat1.xml,
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa004.opp-lat1.xml,
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa006.opp-lat1.xml,
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa007.opp-lat1.xml,
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa008.opp-lat1.xml,
Lucius Caecilius Firmianus Lactantius (Laktanz),Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa010.opp-lat1.xml,
Gaius Marius Victorinus,Adversus Arium,lat,008_Marius-Victorinus_Adversus-Arium.xml,Jacques-Paul Migne
Gaius Marius Victorinus,Contra duo principia Manichaeorum,lat,008_Marius-Victorinus_Contra-duo-principia-Manichaeorum.xml,Jacques-Paul Migne
Gaius Marius Victorinus,De generatione Divini Verbi,lat,008_Marius-Victorinus_De-generatione-Divini-Verbi.xml,Jacques-Paul Migne
Gaius Marius Victorinus,De homoousio recipiendo,lat,008_Marius-Victorinus_De-homoousio-recipiendo.xml,Jacques-Paul Migne
Gaius Marius Victorinus,De physicis,lat,008_Marius-Victorinus_De-physicis.xml,Jacques-Paul Migne
Gaius Marius Victorinus,De verbis Scripturae,lat,008_Marius-Victorinus_De-verbis-Scripturae.xml,Jacques-Paul Migne
Gaius Marius Victorinus,Hymni,lat,008_Marius-Victorinus_Hymni.xml,Jacques-Paul Migne
Gaius Marius Victorinus,In epistolam Pauli ad Ephesios,lat,008_Marius-Victorinus_In-epistolam-Pauli-ad-Ephesios.xml,Jacques-Paul Migne
Gaius Marius Victorinus,In epistolam Pauli ad Galatas,lat,008_Marius-Victorinus_In-epistolam-Pauli-ad-Galatas.xml,Jacques-Paul Migne
Gaius Marius Victorinus,In epistolam Pauli ad Philippenses,lat,008_Marius-Victorinus_In-epistolam-Pauli-ad-Philippenses.xml,Jacques-Paul Migne
Macrobius Ambrosius Theodosius,In somnium Scipionis commentarii,lat,dlt000338.xml,"Codifica XML: Valentina Rinaldi; Prima correzione: Simona Rota; Preparazione testo: Valentina Rinaldi; Macrobe,"
Macrobius Ambrosius Theodosius,Saturnalia,lat,dlt000339.xml,"Codifica XML: Valentina Rinaldi; Correzione linguistica: Manuela Naso, Valentina Rinaldi; Macrobii Ambrosii Theodosii, Saturnalia, recognovit brevique adnotatione critica instruxit R. A. Kaster, Oxonii e Typographeo Clarendoniano 2011"
Benedikt von Nursia,Opuscula,lat,066_Benedictus-Nursiae_Opuscula.xml,Jacques-Paul Migne
Benedikt von Nursia,Regula cum commentariis,lat,066_Benedictus-Nursiae_Regula-cum-commentariis.xml,Jacques-Paul Migne
Clemens von Alexandrien,Protrepticus,lat; grc,tlg0555.tlg001.1st1K-grc1.xml,Otto Stählin
Clemens von Alexandrien,Paedagogus,grc,tlg0555.tlg002.1st1K-grc1.xml,Otto Stählin
Clemens von Alexandrien,Eclogae propheticae,grc; lat,tlg0555.tlg005.1st1K-grc1.xml,Otto Stählin
Clemens von Alexandrien,Quis dives salvetur,grc; lat,tlg0555.tlg006.1st1K-grc1.xml,Otto Stählin
Clemens von Alexandrien,Excerpta ex Theodoto,grc; lat,tlg0555.tlg007.1st1K-grc1.xml,Otto Stählin
Dionysius von Alexandria (Bischof),Epistola II,lat,005_Dionysius-Alexandrinus_Epistola-II.xml,Jacques-Paul Migne
Dionysius von Alexandria (Bischof),Epistolae,lat,005_Dionysius-Alexandrinus_Epistolae.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Contra sermonem Fastidiosi Ariani,lat,065_Fulgentius-Ruspensis_Contra-sermonem-Fastidiosi-Ariani.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,De Trinitate,lat,065_Fulgentius-Ruspensis_De-Trinitate.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,De fide,lat,065_Fulgentius-Ruspensis_De-fide.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,De incarnatione filii Dei,lat,065_Fulgentius-Ruspensis_De-incarnatione-filii-Dei.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,De remissione peccatorum,lat,065_Fulgentius-Ruspensis_De-remissione-peccatorum.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,De veritate praedestinationis,lat,065_Fulgentius-Ruspensis_De-veritate-praedestinationis.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Epistolae,lat,065_Fulgentius-Ruspensis_Epistolae.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Instrumenta fidei,lat,065_Fulgentius-Ruspensis_Instrumenta-fidei.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Libri ad Monimum,lat,065_Fulgentius-Ruspensis_Libri-ad-Monimum.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Libri ad Trasimundum,lat,065_Fulgentius-Ruspensis_Libri-ad-Trasimundum.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Pro fide Catholica,lat,065_Fulgentius-Ruspensis_Pro-fide-Catholica.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Responsio contra Arianos,lat,065_Fulgentius-Ruspensis_Responsio-contra-Arianos.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Sermones inediti,lat,065_Fulgentius-Ruspensis_Sermones-inediti.xml,Jacques-Paul Migne
Claudius Gordianus Fulgentius,Sermones,lat,065_Fulgentius-Ruspensis_Sermones.xml,Jacques-Paul Migne
Gennadius von Marseille,Vita I S. Hieronymi,lat,022_Gennadius-Massiliensis_Vita-I-S.-Hieronymi.xml,Jacques-Paul Migne
Gennadius von Marseille,De ecclesiasticis dogmatibus,lat,058_Gennadius-Massiliensis_De-ecclesiasticis-dogmatibus.xml,Jacques-Paul Migne
Gennadius von Marseille,De scriptoribus ecclesiasticis,lat,058_Gennadius-Massiliensis_De-scriptoribus-ecclesiasticis.xml,Jacques-Paul Migne
Gennadius von Marseille,Notitia 1,lat,058_Gennadius-Massiliensis_Notitia-1.xml,Jacques-Paul Migne
Gennadius von Marseille,Notitia 2,lat,061_Gennadius-Massiliensis_Notitia-2.xml,Jacques-Paul Migne
Gennadius von Marseille,Testimonia,lat,103_Gennadius-Massiliensis_Testimonia.xml,Jacques-Paul Migne
Novatian,De cibis Judaicis,lat,003_Novatianus_De-cibis-Judaicis.xml,Jacques-Paul Migne
Novatian,De trinitate,lat,003_Novatianus_De-trinitate.xml,Jacques-Paul Migne
Novatian,Epistola ad S. Cyprianum,lat,003_Novatianus_Epistola-ad-S.-Cyprianum.xml,Jacques-Paul Migne
Quodvultdeus Carthaginiensis,Epistolae,lat,042_Quodvultdeus_Epistolae.xml,Jacques-Paul Migne
Rufinus von Aquileia,Apologia ad Anastasium,lat,021_Rufinus-Aquileiensis_Apologia-ad-Anastasium.xml,Jacques-Paul Migne
Rufinus von Aquileia,Apologia in Sanctum Hieronymum,lat,021_Rufinus-Aquileiensis_Apologia-in-Sanctum-Hieronymum.xml,Jacques-Paul Migne
Rufinus von Aquileia,Commentarius in Symbolum apostolorum,lat,021_Rufinus-Aquileiensis_Commentarius-in-Symbolum-apostolorum.xml,Jacques-Paul Migne
Rufinus von Aquileia,De benedictionibus patriarcharum,lat,021_Rufinus-Aquileiensis_De-benedictionibus-patriarcharum.xml,Jacques-Paul Migne
Rufinus von Aquileia,Historia ecclesiastica,lat,021_Rufinus-Aquileiensis_Historia-ecclesiastica.xml,Jacques-Paul Migne
